Location,Price,Type of House,Land Area,Bedrooms
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000,"Nhà hẻm, ngõ",73.0,3.0
"Phường 5, Quận 8",8000000000,"Nhà hẻm, ngõ",69.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000,"Nhà hẻm, ngõ",156.0,33.0
"Phường 15, Quận Tân Bình",7850000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 14, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 16, Quận Gò Vấp",7890000000,"Nhà hẻm, ngõ",74.0,7.4
"Phường 8, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường 11, Quận Bình Thạnh",8000000000,Nhà mặt tiền,42.0,3.0
"Phường 15, Quận 5",23500000000,Nhà mặt tiền,68.0,13.6
"Phường 2, Quận Phú Nhuận",3390000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",113.0,4.0
